LineId,Date,Time,Pid,Id,Content,EventId,EventTemplate,ParameterList
1782,01-14,19:02:31.329,1000,ACQ,prevent full-screen wakelock in EnqueueNotificationRunnable (partial),73f00906,prevent full-screen wakelock in EnqueueNotificationRunnable (partial),[]
1783,01-14,19:02:31.334,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1784,01-14,19:02:31.368,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1785,01-14,19:02:31.429,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1786,01-14,19:02:31.445,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1787,01-14,19:02:31.525,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1788,01-14,19:02:31.536,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1789,01-14,19:02:31.582,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1790,01-14,19:02:31.592,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1791,01-14,19:02:31.603,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1792,01-14,19:02:31.611,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1793,01-14,19:02:31.660,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1794,01-14,19:02:31.679,1000,REL,prevent full-screen wakelock in EnqueueNotificationRunnable,64633af2,prevent full-screen wakelock in EnqueueNotificationRunnable,[]
1795,01-14,19:02:36.804,10234,ACQ,Wakeful StateMachine: GeofencerStateMachine (partial),237d19a3,Wakeful StateMachine: GeofencerStateMachine (partial),[]
1796,01-14,19:02:36.817,10234,REL,Wakeful StateMachine: GeofencerStateMachine,f4f09ce2,Wakeful StateMachine: GeofencerStateMachine,[]
1797,01-14,19:02:36.823,10234,ACQ,NlpWakeLock (partial),01add6cf,<*> (partial),['NlpWakeLock']
1798,01-14,19:02:36.830,10234,REL,NlpWakeLock,03b55498,NlpWakeLock,[]
1799,01-14,19:02:36.867,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
1800,01-14,19:02:36.868,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
1801,01-14,19:02:36.868,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
1802,01-14,19:02:36.871,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
1803,01-14,19:02:36.871,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
1804,01-14,19:02:36.872,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
1805,01-14,19:02:40.147,1000,ACQ,*job*/c.w/a.w.i.b.s.SystemJobService (partial),01add6cf,<*> (partial),['*job*/c.w/a.w.i.b.s.SystemJobService']
1806,01-14,19:02:40.147,1000,ACQ,*job*/c.w/a.w.i.b.s.SystemJobService (partial),01add6cf,<*> (partial),['*job*/c.w/a.w.i.b.s.SystemJobService']
1807,01-14,19:02:40.152,1000,REL,*job*/c.w/a.w.i.b.s.SystemJobService,5f7c5ff9,*job*/c.w/a.w.i.b.s.SystemJobService,[]
1808,01-14,19:02:40.163,1000,REL,*job*/c.w/a.w.i.b.s.SystemJobService,5f7c5ff9,*job*/c.w/a.w.i.b.s.SystemJobService,[]
1809,01-14,19:02:47.092,1000,ACQ,prevent full-screen wakelock in EnqueueNotificationRunnable (partial),73f00906,prevent full-screen wakelock in EnqueueNotificationRunnable (partial),[]
1810,01-14,19:02:47.337,10038,ACQ,@Inflate:0|com.android.shell|2|null|2000 (partial),01add6cf,<*> (partial),['@Inflate:0|com.android.shell|2|null|2000']
1811,01-14,19:02:47.381,10038,REL,@Inflate:0|com.android.shell|2|null|2000,a60ae267,@Inflate:0|com.android.shell|2|null|2000,[]
1812,01-14,19:02:47.445,1000,REL,prevent full-screen wakelock in EnqueueNotificationRunnable,64633af2,prevent full-screen wakelock in EnqueueNotificationRunnable,[]
1813,01-14,19:02:55.406,10234,ACQ,GCM_READ (partial),01add6cf,<*> (partial),['GCM_READ']
1814,01-14,19:02:55.409,10234,ACQ,GCM_WORK (partial),01add6cf,<*> (partial),['GCM_WORK']
1815,01-14,19:02:55.411,10234,REL,GCM_READ,3e9981ae,GCM_READ,[]
1816,01-14,19:02:55.445,10234,ACQ,GOOGLE_C2DM (partial),01add6cf,<*> (partial),['GOOGLE_C2DM']
1817,01-14,19:02:55.454,10234,REL,GCM_WORK,b44ae528,GCM_WORK,[]
1818,01-14,19:02:55.509,10504,ACQ,wake:com.google.firebase.iid.WakeLockHolder (partial),01add6cf,<*> (partial),['wake:com.google.firebase.iid.WakeLockHolder']
1819,01-14,19:02:55.515,10504,REL,wake:com.google.firebase.iid.WakeLockHolder,4f0a434a,wake:com.google.firebase.iid.WakeLockHolder,[]
1820,01-14,19:02:55.534,1000,ACQ,*job*/o.t.m/.KeepAliveJob (partial),01add6cf,<*> (partial),['*job*/o.t.m/.KeepAliveJob']
1821,01-14,19:02:55.535,1000,ACQ,*job*/o.t.m/.KeepAliveJob (partial),01add6cf,<*> (partial),['*job*/o.t.m/.KeepAliveJob']
1822,01-14,19:02:55.537,10234,REL,GOOGLE_C2DM,4fd4578c,GOOGLE_C2DM,[]
1823,01-14,19:02:55.548,1000,REL,*job*/o.t.m/.KeepAliveJob,0379437e,*job*/o.t.m/.KeepAliveJob,[]
1824,01-14,19:02:56.086,1000,REL,*job*/o.t.m/.KeepAliveJob,0379437e,*job*/o.t.m/.KeepAliveJob,[]
1825,01-14,19:03:05.292,1000,ACQ,*alarm* (partial),01add6cf,<*> (partial),['*alarm*']
1826,01-14,19:03:05.309,1000,ACQ,deviceidle_going_idle (partial),01add6cf,<*> (partial),['deviceidle_going_idle']
1827,01-14,19:03:05.320,1000,ACQ,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService (partial),01add6cf,<*> (partial),['*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService']
1828,01-14,19:03:05.320,1000,ACQ,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService (partial),01add6cf,<*> (partial),['*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService']
1829,01-14,19:03:05.331,1000,REL,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService,00c36c21,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService,[]
1830,01-14,19:03:05.331,1000,REL,*alarm*,14e9711f,*alarm*,[]
1831,01-14,19:03:05.405,1000,REL,deviceidle_going_idle,0205b19e,deviceidle_going_idle,[]
1832,01-14,19:03:05.409,1000,REL,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService,00c36c21,*job*/c.b.c.i/c.g.a.d.r.s.j.JobInfoSchedulerService,[]
1833,01-14,19:03:20.633,1001,ACQ,*telephony-radio* (partial),01add6cf,<*> (partial),['*telephony-radio*']
1834,01-14,19:03:20.634,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*,[]
