EventId,EventTemplate,Occurrences
3d4b6ff6,"Fatal signal <*> (SIGABRT), code -<*> (SI_QUEUE) in tid <*> (init), pid <*> (init)",1
0f92fa14,"crash_dump helper failed to exec, or was killed",1
4ebee0d4,"Appop Denial: receiving Intent { act=<*> flg=<*> (has extras) } to ProcessRecord{<*> <*>:<*><*>} (pid=<*>, uid=<*>) excludes appop <*> due to sender android (uid <*>)",248
ef46616a,Calling a method in the system process without a qualified user: <*>:<*> <*> <*> <*> <*>,253
ab5394fd,is forced immersive fullscreen for Window{<*> u0 <*><*>.<*>},598
58865af1,"Permission Denial: receiving Intent { act=<*> flg=<*> (has extras) } to ProcessRecord{<*> <*>:<*><*>} (pid=<*>, uid=<*>) requires <*> due to sender android (uid <*>)",123
d8974074,Changing focus of displayId=<*> to Window{<*> u0 <*> from Window{<*> u0 <*>,55
10837f2a,SURFACE <*> <*> on display:<*>,344
eb657e6c,<*> <*> <*> is not available,19
90cbb973,IMotTouch service is not available,14
2664a82d,"Killing <*> (adj <*>, setSvc -<*>): <*> <*>",54
3e7f4c21,appDiedLocked: app=ProcessRecord{<*> <*> thread=<*>@<*> fromBinderDied=true <*> reason=null,65
877eb9e2,Received <*> timeout <*> for null,3
3b049651,Attempted to add notif for locked<*> user <*>,22
59710913,Compat change id reported: <*>; UID <*>; state: <*>,389
1bf36518,Start proc <*> for <*> <*>,40
fe2bc343,Changing focus of displayId=<*> to Window{<*> u0 <*> from Window{<*> u0 <*> EXITING},3
23a16106,setHasOverlayUi called on unknown pid: <*>,6
e26468cf,noteOperation,189
67eadb8b,<*>: Specified package <*> under uid <*> but it is not,189
d7497a9b,at <*>,3021
c478c616,at <*> Source:<*>),192
1d09ef0b,"Permission Denial: broadcasting Intent { act=<*> flg=<*> (has extras) } from null (pid=-<*>, uid=-<*>) requires <*> due to registered receiver BroadcastFilter{<*> <*><*> ReceiverList{<*> <*> <*><*> remote:<*>}}",4
09f62206,Enqueueing job: <*> work: JobWorkItem{id=<*> intent=Intent { act=<*> flg=<*> <*> }},3
7f11dc22,"Failed to measure fs-verity, errno <*>: <*>",2
93420e9a,Start proc <*>:<*><*> for content provider {<*><*>.<*>},13
dfac4d44,"canAuthenticate: User=<*>, Caller=<*>, Authenticators=<*>",18
d270553e,Package: <*> Sensor ID: <*> Modality: <*> Status: <*>,36
87d835bf,getCanAuthenticateInternal Modality: <*> AuthenticatorStatus: <*>,18
a90080bd,"canAuthenticate, userId: <*>, callingUserId: <*>, authenticators: <*>, result: <*>",18
e85d1859,Enqueueing job: <*> work: JobWorkItem{id=<*> intent=Intent { <*> <*> }},8
43d668a2,Transport <*>/.backup.BackupTransportService updated its attributes,1
aba9c673,Unable to start service Intent { cmp=<*><*> } U=<*>: not found,2
f76333dc,Permission Denial: receiving Intent { act=<*> flg=<*> (has extras) } to <*><*>.<*> requires <*> due to sender android (uid <*>),186
06c9b83e,"Slow operation: <*> so far, now at startProcess: <*> <*> <*>",12
230bac04,"Slow operation: <*> so far, now at startProcess: done updating <*> <*>",15
376f1b5b,Start proc <*>:<*>:sandboxed_process0:<*>:<*><*> for  {<*><*>.<*>:<*>},10
c01b16dd,"Slow operation: <*> so far, now at startProcess: <*> <*> <*> <*> <*>",9
d407dbc0,Enqueueing job: (job:<*><*>.<*>/.CalendarProviderJobService) work: JobWorkItem{id=<*> intent=Intent { act=<*> dat=content:/<*>.android.calendar<*> flg=<*> cmp=<*>/.CalendarProviderBroadcastReceiver (has extras) }},1
7e21f21e,Changing focus of displayId=<*> to <*> <*> <*> <*> <*>,86
3553a688,"Config changes=<*> {<*>.<*> 724mcc5mnc [pt_BR] ldltr sw411dp w411dp h828dp 420dpi nrml long layoutCompatNeeded port night mot-phone finger -keyb<*> -nav<*> winConfig={ mBounds=Rect(<*>, <*> - <*>, <*>) mAppBounds=Rect(<*>, <*> - <*>, <*>) mMaxBounds=Rect(<*>, <*> - <*>, <*>) mWindowingMode=fullscreen mDisplayWindowingMode=fullscreen mActivityType=undefined mAlwaysOnTop=undefined mRotation=ROTATION_0} as.<*> s.<*> fontWeightAdjustment=<*> spnclarobr gidnull}",7
15cbc40c,Failed to schedule configuration change,2
ff52c40c,<*>,408
b62e752b,at <*>(Native <*>,35
