EventId,EventTemplate,Occurrences
01c90133,StartupHandlerImpl App Interactive Delay Timer Fired -> StartupHandlerImpl#onAppInteractiveInternal -> WearableSyncStartupTask -> sync_data_to_wearable_app -> WorkQueueImpl#queueWorkItemAndReturnFuture -> sync_data_to_wearable_app,1
5c2f5e56,*gms_scheduler*/c.g.a.g/c.g.a.c.s.ContextManagerLogsUploadBoundService,1
3f0d8db2,CMWakeLock,1
6205fd1f,*job*/g/c.g/r.com:android,2
70f4e40b,*sync*/gmail-ls/com.google/raquelfolz@gmail.com,1
69d9b836,WindowManager,2
99af3406,@Inflate:0|br.com.voeazul|112131321|null|10472,1
9b043ae5,@Inflate:0|br.com.voeazul|1232123754|null|10472,1
31eaeb08,*job*/c.s.a.a.s/c.s.a.s.h.d.d.DataDisposerService,2
0678e000,deviceidle_maint,1
488cd405,Window:FP Iconview (draw),2
a08d2855,AOD_DRAW,1
2fe8f58b,Window:NotificationShade,3
94195126,Window:FP Iconview,2
587eb709,DozeScreenState,1
69535586,Icing,6
99ade6b0,ForegroundServiceManager,1
133b24e2,*job*/c.g.a.p/.InstalledAppJobService,2
a0420945,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob,2
1c1cb425,*gms_scheduler*/c.g.a.g/.a.a.b.a.GcmTaskService,1
49f289ee,*job*/c.s.a.a.s/c.s.a.a.s.w.p.PackageInformationJobIntentService,4
2403bc76,*job*/c.a.p.c/.CalendarProviderJobService,2
