EventId,EventTemplate,Occurrences
3d4b6ff6,"Fatal signal <*> (SIGABRT), code -<*> (SI_QUEUE) in tid <*> (init), pid <*> (init)",3
0f92fa14,"crash_dump helper failed to exec, or was killed",3
eea3f0de,Reading permissions from <*>,8
59710913,Compat change id reported: <*>; UID <*>; state: <*>,1159
6232eec2,Integrity check passed for file://<*>.tmp,6
fa5321f9,Force stopping <*> <*> <*> <*>,31
2f2c5296,Update system package <*> code path from <*> to <*> Retain data and using new,4
90d599b9,"Killing <*>:<*><*> (adj <*>, setSvc -<*>): stop <*> due to installPackageLI",10
f7eb1b1a,Permission ownership changed. Updating all permissions.,5
141723ac,Got obituary of <*>,12
35b17603,Slow dispatch took 101ms android.fg h=<*> c=<recycled PooledLambda@<*>> m=<*>,1
a7aa2f29,Force stopping <*> appid=<*> user=<*>: <*> <*>,15
710e82f8,Background execution not allowed: receiving Intent { act=<*> dat=package:<*> flg=<*> (has extras) } to <*>,109
96f09bea,CarModeTracker: Package <*> is not tracked.: <*>,6
1b0a5b52,InCallController: updateCarModeForConnections: car mode apps: : <*>,6
230bac04,"Slow operation: <*> so far, now at startProcess: done updating <*> <*>",14
0035248c,"Slow operation: <*> so far, now at <*> <*> <*> <*>",12
39e9a9d3,Start proc <*>:<*><*> for <*> {<*><*>.<*>},94
c01b16dd,"Slow operation: <*> so far, now at startProcess: <*> <*> <*> <*> <*>",8
04554f99,App update. No action necessary.,6
4afbfe1a,onPackageModified(packageName = <*>),30
fd3edde5,DefaultDialerCache: Refreshing default dialer for user <*>: now <*>: <*>,30
93420e9a,Start proc <*>:<*><*> for content provider {<*><*>.<*>},34
7f11dc22,"Failed to measure fs-verity, errno <*>: <*>",16
9f1a44b8,Unable to start service Intent { act=<*> <*> } U=<*>: not found,10
dbb4ead9,"Killing <*>:<*><*> (adj <*>, setSvc -<*>): <*> <*>",107
cf6c49ef,appDiedLocked: app=ProcessRecord{<*> <*>:<*><*>} thread=<*>@<*> fromBinderDied=true <*> reason=null,118
7e21f21e,Changing focus of displayId=<*> to <*> <*> <*> <*> <*>,103
bdd57cd8,START u0 {cmp=com.whatsapp/.HomeActivity} from uid <*>,2
120cbb1f,getPreferredLaunchDisplay userset_displayid false current displayId -<*>,77
09591619,Can't find TaskDisplayArea to determine support for multi window. Task id=<*> attached=false,37
825bbd01,"Window background is transparent, fill background with black color",2
c2aa39ae,The Process com.whatsapp Already Exists in BG. So sending its PID: <*>,14
b503feb1,Tried to set launchTime (<*>) < mLastActivityLaunchTime (<*>),25
aa1b09dd,SURFACE SHOW Surface(name=<*>)/@<*> on display:<*>,22
8053af44,SURFACE SHOW Surface(name=Splash Screen <*> on display:<*>,9
baaa57bb,"MotoDisplayed com.whatsapp/.HomeActivity,wp,ca,<*>",3
c46549f4,SURFACE SHOW Surface(name=com.whatsapp<*>.whatsapp.HomeActivity)/@<*> on display:<*>,8
0e2eee75,START u0 {cmp=com.whatsapp/.<*>} from uid <*>,1
4e71787a,"MotoDisplayed com.whatsapp/.<*>,wp,ca,<*>",2
1cf8a712,SURFACE SHOW Surface(name=com.whatsapp<*>.<*>)/@<*> on display:<*>,4
4e897722,SURFACE hide Surface(name=Splash Screen <*> on display:<*>,9
bd415e45,SURFACE hide Surface(name=com.whatsapp<*>.whatsapp.Conversation)/@<*> on display:<*>,10
bb121333,SURFACE hide Surface(name=<*>)/@<*> on display:<*>,23
eae489e3,SURFACE hide Surface(name=com.whatsapp<*>.whatsapp.HomeActivity)/@<*> on display:<*>,8
51e6d990,SURFACE hide Surface(name=com.whatsapp<*>.<*>)/@<*> on display:<*>,4
6e69b57b,Waited long enough for: ServiceRecord{<*> u0 <*><*>.<*>},1
c59dd997,"Background started FGS: Allowed [callingPackage: <*>; callingUid: <*>; uidState: TRNB; intent: Intent { act=<*> pkg=<*> (has extras) }; code:BACKGROUND_ACTIVITY_PERMISSION; tempAllowListReason:<,reasonCode:SYSTEM_ALLOW_LISTED,duration:<*>,callingUid:-<*>>; targetSdkVersion:<*>; callerTargetSdkVersion:<*>; startForegroundCount:<*>; bindFromPackage:null]",5
3b049651,Attempted to add notif for locked<*> user <*>,175
6140702c,START u0 {flg=<*> <*> (has extras)} from uid <*>,6
0fce21c0,"MotoDisplayed com.whatsapp/.Conversation,wp,ca,<*>",6
0756ee0e,SURFACE SHOW Surface(name=com.whatsapp<*>.whatsapp.Conversation)/@<*> on display:<*>,9
d0bf66fe,Failed to find provider info for <*>,8
6e31d129,applyImeVisibility setVisible = <*> mCurClient = ClientState{<*> uid=<*> pid=<*> displayId=<*>},39
94e4ddea,SURFACE create Surface(name=InputMethod)/@<*> on display:<*>,12
f0db9dce,SURFACE SHOW Surface(name=InputMethod)/@<*> on display:<*>,12
08e0776d,Tracking association SourceState{<*> <*><*> <*> #<*>} whose proc state <*> is better than process ProcessState{<*> <*> <*> proc state <*> (<*> skipped),4
1d09ef0b,"Permission Denial: broadcasting Intent { act=<*> flg=<*> (has extras) } from null (pid=-<*>, uid=-<*>) requires <*> due to registered receiver BroadcastFilter{<*> <*><*> ReceiverList{<*> <*> <*><*> remote:<*>}}",8
2664a82d,"Killing <*> (adj <*>, setSvc -<*>): <*> <*>",21
3e7f4c21,appDiedLocked: app=ProcessRecord{<*> <*> thread=<*>@<*> fromBinderDied=true <*> reason=null,54
f61eea91,Scheduling restart of crashed service <*> in <*> for <*>,80
aa13e49a,Removing uids <*><*>,38
1e69af4b,Start proc <*>:<*>:sandboxed_process0:<*>:<*><*> for {<*><*>.<*>:<*>},28
9b9a959e,Ignoring abandon after commit relinquished control,5
