EventId,EventTemplate,Occurrences
a94347ac,MotoDisplayWakeLock,94
f380d814,MotoDisplayWakeLock (partial),93
0bbdc087,deviceidle_going_idle (partial),2
8b5c835e,*job*/c.a.v/c.g.a.f.s.p.m.PhoneskyJobServiceMain,3
0205b19e,deviceidle_going_idle,2
d5968584,*telephony-radio* (partial),474
4e4b905a,*telephony-radio*,474
d1f7f52f,Scrims (partial),13
366802df,NetworkStats (partial),35
bd108789,NetworkStats,35
04cd0834,Doze,19
8cce89f2,Scrims,13
cde3fec8,GCM_READ (partial),11
1160256d,GCM_WORK (partial),25
3e9981ae,GCM_READ,11
c915d9d8,GOOGLE_C2DM (partial),8
b44ae528,GCM_WORK,25
4fd4578c,GOOGLE_C2DM,8
db381234,Doze (partial),18
7f37ac5e,RILJ_ACK_WL (partial),31
1a8e3944,IWLAN_PROXY_WL (partial),43
ff05e770,IWLAN_PROXY_WL,43
0aca88b2,RILJ_ACK_WL,31
fc8c8dd6,*alarm* (partial),30
e3adca82,com.android.server.stats.StatsCompanionService$PullingAlarmListener (partial),6
967d95fb,com.android.server.stats.StatsCompanionService$PullingAlarmListener,6
14e9711f,*alarm*,30
5cf44adf,*location* (partial),24
8b7e51dd,*location*,24
237d19a3,Wakeful StateMachine: GeofencerStateMachine (partial),43
f4f09ce2,Wakeful StateMachine: GeofencerStateMachine,43
70bd1a09,CMWakeLock (partial),107
a86622f5,PhoneWindowManager.mPowerKeyWakeLock (partial),7
f14e19a1,DreamManagerService,6
25e69551,AnalyticsIntentService (partial),10
932849aa,SyncLoopWakeLock (partial),128
f3598e67,SyncLoopWakeLock,128
f083762a,PhoneWindowManager.mPowerKeyWakeLock,7
82f4eed5,IntentOp:.c.b.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation (partial),45
bd8ac4d0,NlpWakeLock (partial),190
3165aaef,IntentOp:.c.b.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation,45
3f0d8db2,CMWakeLock,107
03b55498,NlpWakeLock,190
5662b492,GCoreFlp (partial),69
e06004e6,GCoreFlp,69
cede8fd7,UlrDispSvcFastWL (partial),70
6215e638,UlrDispSvcFastWL,70
b6580e92,Icing (partial),54
7aaf3312,GCM_CONN_ALARM (partial),3
ed1da152,*gms_scheduler*:internal (partial),127
7f3e45e0,FusedLocation (partial),7
1c6f7b2c,FusedLocation,7
42710fe9,*gms_scheduler*:internal,127
c9f3220c,GCM_CONN_ALARM,3
69535586,Icing,54
861d1305,IntentOp:.u.e.InstallationIntentOperation (partial),5
418d3d04,IntentOp:.u.e.InstallationIntentOperation,5
2de4ebf5,IntentOp:.c.c.InitConfigOperation (partial),5
f1f0e3a8,IntentOp:.c.c.InitConfigOperation,5
242f171c,IntentOp:c.g.a.g/.c.PersistentIntentOperationService (partial),4
437b4953,IntentOp:.c.a.AppDoctorConfigChangedIntentOperation (partial),2
67ae9a41,IntentOp:c.g.a.g/.c.PersistentIntentOperationService,4
251455f9,IntentOp:.c.a.AppDoctorConfigChangedIntentOperation,2
29c036c6,IntentOp:.s.c.ControlledEventsPhenotypeUpdateOperation (partial),2
05e23ac7,IntentOp:.s.c.ControlledEventsPhenotypeUpdateOperation,2
06913c73,startDream (partial),4
929e4cf5,DreamManagerService (doze),4
bc76bc23,startDream,4
425a2209,WifiSuspend (partial),4
80d9cabe,WifiSuspend,4
f1b819b5,bugle_datamodel_executor_wakelock (partial),12
40f3b02b,AudioMix (partial),15
8862b859,bugle_datamodel_executor_wakelock,12
73eca7db,AnalyticsIntentService,9
5f42c2b8,AudioMix,15
3987ef1c,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService (partial),4
16501530,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService,4
bf5f392a,*job*/c.g.a.e.s/a.w.i.b.s.SystemJobService (partial),2
a0958b05,*job*/c.g.a.e.s/a.w.i.b.s.SystemJobService,2
3a8724d6,IntentOp:.f.s.l.BluetoothStateChangeListenerIntentOperation (partial),10
54048627,IntentOp:c.g.a.g/.c.GmsIntentOperationService (partial),10
b1fbea3c,IntentOp:.f.s.l.BluetoothStateChangeListenerIntentOperation,10
7fcb5214,IntentOp:c.g.a.g/.c.GmsIntentOperationService,10
fa1f567a,*vibrator* (partial),47
8398adf0,*vibrator*,47
67c6c1d7,*job*/c.m.m/c.m.m.e.s.p.a.AppUsageDataCollector (partial),3
daa086d1,*job*/c.g.a.g.c/c.g/l.com:android (partial),6
d3b1fdef,*job*/c.g.a.g.c/c.g/l.u.e.br:android (partial),7
af37a8f8,*job*/c.a.v/c.g.a.f.s.p.m.PhoneskyJobServiceMain (partial),3
b7705c17,*gms_scheduler*/c.g.a.g/.t.g.TapAndPayGcmTaskService (partial),9
3f4e9ee9,*job*/c.g.a.a.w/.a.i.AutoDndJobService (partial),1
cd38ae6b,*job*/c.m.m/c.m.m.e.s.p.a.AppUsageDataCollector,3
f4ad935e,*sync*/com.google.android.gms.chromesync/com.google/larissadasilvapessoa0@gmail.com (partial),6
5e5b2559,*job*/c.m.m/.a.AnalyticsIntentService (partial),7
380acdd8,*sync*/com.google.android.gms.chromesync/com.google/lsp@icomp.ufam.edu.br (partial),5
6a1f47e5,*gms_scheduler*/c.g.a.g/.c.CheckinService (partial),1
18dd6c86,*job*/c.g.a.g.c/c.g/l.u.e.br:android,7
4b2d3a3d,*sync*/com.google.android.gms.chromesync/com.google/lsp@icomp.ufam.edu.br,5
87708950,*gms_scheduler*/c.g.a.g/.t.g.TapAndPayGcmTaskService,9
9d51e11f,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob (partial),1
