EventId,EventTemplate,Occurrences
366802df,NetworkStats (partial),412
bd108789,NetworkStats,412
5f42c2b8,AudioMix,528
fc8c8dd6,*alarm* (partial),184
14e9711f,*alarm*,184
40f3b02b,AudioMix (partial),523
cde3fec8,GCM_READ (partial),44
1160256d,GCM_WORK (partial),97
3e9981ae,GCM_READ,44
c915d9d8,GOOGLE_C2DM (partial),19
b44ae528,GCM_WORK,98
5f552dae,wake:com.google.firebase.iid.WakeLockHolder (partial),4
4f0a434a,wake:com.google.firebase.iid.WakeLockHolder,4
4fd4578c,GOOGLE_C2DM,20
d5968584,*telephony-radio* (partial),279
4e4b905a,*telephony-radio*,279
f86b42de,GCM_HB_ALARM (partial),29
f7464522,GCM_HB_ALARM,29
a3a64016,*job*/c.f.s/c.f.a.l.LollipopUploadService (partial),2
291f8b0d,*job*/c.f.s/c.f.a.l.LollipopUploadService,2
c4c9d138,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob (partial),4
3987ef1c,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService (partial),3
67af68c3,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork() (partial),4
a0420945,*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob,4
385a3e89,WorkManager:TikTokListenableWorker startWork -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> com.google.apps.tiktok.sync.impl.workmanager.SyncWorker startWork() -> NoAccountWorkerFactory startWork(),4
16501530,*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService,3
f1b819b5,bugle_datamodel_executor_wakelock (partial),12
8862b859,bugle_datamodel_executor_wakelock,12
29fadef9,*job*/c.m.c/.w.WfcJobIntentService (partial),6
08ce5bbd,*job*/c.m.c/.w.WfcJobIntentService,6
9d51e11f,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob (partial),10
cea64521,*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob,10
ed1da152,*gms_scheduler*:internal (partial),68
63ccafda,*gms_scheduler*/c.g.a.g/.s.s.SafeBrowsingGmsTaskBoundService (partial),2
42710fe9,*gms_scheduler*:internal,68
08992369,*gms_scheduler*/c.g.a.g/.s.s.SafeBrowsingGmsTaskBoundService,2
0e347a41,GnpBroadcastReceiver (partial),6
4c0ceb4c,GnpBroadcastReceiver,6
5cf44adf,*location* (partial),16
8b7e51dd,*location*,16
7f3e45e0,FusedLocation (partial),16
1c6f7b2c,FusedLocation,16
70bd1a09,CMWakeLock (partial),12
cede8fd7,UlrDispSvcFastWL (partial),13
3f0d8db2,CMWakeLock,12
6215e638,UlrDispSvcFastWL,13
2e09d300,UlrDispSvcSlowWL (partial),2
b445b759,UlrDispSvcSlowWL,2
932849aa,SyncLoopWakeLock (partial),24
f3598e67,SyncLoopWakeLock,24
18453460,*job*/c.a.c/c.w/WhatsApp:android (partial),2
b4ac4533,*sync*/com.android.contacts/com.whatsapp/WhatsApp (partial),2
a2d6e2b6,*job*/c.g.a.i.l/c.g.a.l.i.t.JobSchedulerImpl$TaskRunnerJobService (partial),2
086b75ef,*gms_scheduler*/c.g.a.g/.a.a.b.a.GcmTaskService (partial),2
301e0173,*job*/c.g.a.i.l/c.g.a.l.i.t.JobSchedulerImpl$TaskRunnerJobService,2
025dbe2c,*gms_scheduler*/c.g.a.g/.c.u.QosUploaderService (partial),6
1c1cb425,*gms_scheduler*/c.g.a.g/.a.a.b.a.GcmTaskService,2
300a2629,*gms_scheduler*/c.g.a.g/.c.u.QosUploaderService,6
f43ef5fa,*job*/c.w/.AlarmService (partial),4
5cd45992,*job*/c.w/.c.u.ExceptionsUploadService (partial),2
73d6409a,com.whatsapp:NtpAction#updateNtp (partial),2
42d1a32f,*job*/c.w/.c.u.ExceptionsUploadService,2
94793aa0,com.whatsapp:NtpAction#updateNtp,2
948d1a23,*job*/c.w/.AlarmService,4
52b68e14,*job*/c.a.c/c.w/WhatsApp:android,2
3a2feb8d,*sync*/com.android.contacts/com.whatsapp/WhatsApp,2
