EventId,EventTemplate,Occurrences
c13f61f5,Slow <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,8
33619773,Drained,9
8462e960,Killing <*>:<*><*> (adj <*>): empty <*>,16
55ce3055,: <*> <*> <*> <*> <*> <*>,2
d14e52f5,<*> <*> on <*> <*> <*>,10
21806c89,Unknown <*> <*> <*> <*> <*> <*>,2
2528f150,<*>,444
8b4182dc,at <*>,1163
93f605a0,at <*> <*>,697
c37e35e1,<*> <*> <*> to <*> <*> <*> <*> <*> <*>,2
5c7805aa,Process <*> <*> <*> <*>,2
463c982c,Killing <*> (adj <*>): empty <*>,3
8379a47b,<*> <*> of <*> to <*> <*> <*> <*> <*> <*> <*> <*>,3
14aefa65,Process <*> (pid <*>) has died: <*> <*>,29
81a33a5d,Killing <*> (adj <*>): <*> <*> <*>,3
524ebea8,<*> <*> process <*> <*>,4
1fac2b91,<*> <*> <*> for <*> <*> <*> <*> <*>,5
2ba8ebc6,<*> <*> <*> to <*> <*> <*> <*> <*> <*> <*> <*>,30
9a34b79e,SURFACE <*> <*> <*> <*> <*> <*>,10
e0f4bcd3,<*> <*> <*> <*> <*> to <*> <*> <*>,27
b2870e2a,Failed <*> <*> <*> <*> <*> <*> <*> <*>,2
98974ca3,<*> <*> of <*> service <*> <*> <*> <*> <*>,19
74c7cf34,<*> <*> <*> <*> <*> <*> <*> <*> <*> : <*>,11
05152041,<*> <*> of <*>,20
d5971cec,<*> <*> <*> <*> or <*> <*> <*> <*> <*> <*> <*> <*> <*>,5
90cf5dcf,WIN DEATH: <*> u0 <*>,6
e19b0ad1,Client <*>,1
9e11d4fb,<*> <*> <*> <*> service <*> <*> <*>,1
df25c83b,Exception <*> <*> <*> <*>,1
944fab5b,<*> <*> null,2
aee269b1,<*> <*> <*> not <*> <*> <*> <*>,3
3985d2ee,Calling a method in the system process without a qualified user: <*>:<*> <*> <*> <*>:<*> <*>,15
ec401153,No <*> <*> <*> for <*>,102
b80782bb,<*> <*> not <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,5
92dffda4,<*> = <*>,53
30bc4ceb,<*> <*> <*> <*> for <*> <*> <*> <*> <*>,7
5903acb5,<*> <*> <*> <*> <*> <*> <*> (has <*> <*> <*> <*>,1
ee8623ae,"Slow operation: <*> so far, now at <*> <*> <*>",1
58dd6766,Calling a method in the system process without a qualified user: <*>:<*> <*>:<*> <*> <*> <*>,3
4a868c73,Removing <*> <*> <*>,10
266a7b0f,<*> <*> <*> <*> <*> <*> from <*> <*>,8
57e9b932,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> to <*>,1
565d13af,Slow <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
48d2254b,Slow <*> <*> <*> <*> <*> <*> <*> <*>,2
9413c90a,<*> <*> <*> <*> <*> <*> to <*> <*>,5
cd62e3a9,Tracking association SourceState{<*> <*> BTopFgs #<*>} whose proc state <*> is better than process ProcessState{<*> <*> pkg=<*>} proc state <*> (<*> skipped),2
8ed9e37f,<*> <*> <*>: <*>,1
b061ec02,<*> to <*> <*> <*> for <*> <*> <*>,1
bd147618,<*> <*> = <*> <*> = <*> <*> <*> <*>,3
52c819d5,<*> <*> <*> <*> <*> <*> <*> <*> from <*> <*>,1
237f277d,<*> <*> <*><*>,6
c7a7873f,<*> <*> <*> <*> <*> <*> <*> in <*> <*> <*> <*> <*> <*> <*>,1
6d533e65,<*> on took <*> <*>,1
aeaea36a,Killing <*> (adj <*>): <*> <*> <*> <*> <*> <*> <*>,1
1d4c6788,Killing <*>:<*><*> (adj <*>): <*> on <*> <*> <*> <*> <*> <*> <*> <*>,1
fa83c05e,<*> <*> <*> <*> <*> <*> to <*> <*> <*> <*> <*> <*> <*> <*>,1
2fb20f8f,<*> <*> <*> <*> <*> <*> <*> <*> <*> is <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
f8de7369,A <*> <*> to <*> <*>,26105
19673b49,"<*> <*> <*>, <*> <*> = <*> <*> <*> <*> <*> <*> <*> <*>",122
eb0cacbc,<*> <*> = <*> = <*>,65
94795f42,"<*> - <*> <*> = <*>, <*> = <*>",84
aada697e,mn78_send_last_data <*>,61
72d31a7a,<*> ------------------- <*>,65
0b2578ec,<*> <*> is <*>,14
f45c58a5,<*> with <*> <*>,2
bddd68de,(REDACTED) <*> <*> <*> <*>,11
141cb11b,<*> <*> <*> <*> or <*> <*>,1
3f29f4ae,<*> <*> null <*>,1
f48059f5,<*> <*> not <*> <*> <*> <*>,1
dd3b7357,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> },1
ac90c2ea,<*> <*> process <*>,14
50f616d6,Using <*> <*>,16
ab4e480b,<*> <*> <*> <*> <*> <*> <*> the <*> <*>,13
1c43f39d,<*> <*> to <*> <*> <*> <*> <*> <*> <*>,319
c78d2e08,"<*> <*> <*> <*> <*> <*> <*> <*> <*>, <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>",63
dce76cce,<*> <*> <*> = <*> <*> <*> = <*>,63
2cc8111c,"mn78_sensor_intr_als_set_thd raw=<*>, mn78_als_intr_thd_percent=<*>",28
4ec08eab,<*> <*> <*> <*> =<*>,36
934d102b,"<*> = <*> , <*>",28
4ffa8c58,<*> <*> for <*> <*> <*> <*> <*> <*> <*>,43
a97d6757,Extending system_exposed_libraries: <*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>:<*>,24
78e4d249,<*> <*> <*> <*> on <*> <*> <*>,20
02960e78,chargerType=<*> batteryLevel=<*> totalBatteryCapacity=<*>,20
f8916625,<*> to <*> <*> <*> <*> <*> <*> <*>,87
a314222f,<*> not <*>,18
7d980faa,<*> <*> for <*> <*> <*> <*> <*> <*>,5
c38c4ca0,<*> <*> <*> for <*> <*> <*> <*>,15
2b689aee,<*> <*> <*> <*> <*> <*> <*> is <*>,16
c39d2a55,Using Network Security Config <*> <*> <*> <*> <*>,8
b4d77713,ClassLoader referenced unknown path:,5
c2f0a202,"ClassLoaderContext classpath size mismatch. expected=<*>, found=<*> <*> | <*>",7
55f130a0,<*> <*> process <*> <*> <*> <*> <*> <*> <*>,11
e47ae418,<*> <*> <*> <*> <*> <*> <*>],8
18b29511,#processIntentDefault,1
eee69255,"releasing NetworkRequest [ REQUEST id=<*>, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED&NOT_VCN_MANAGED Uid: <*> RequestorUid: <*> RequestorPkg: <*> UnderlyingNetworks: Null] ] (release request)",1
95b69336,<*> <*> <*> a <*> <*>,4
cd7706e1,<*> <*> <*> <*> to <*> <*> <*>,13
86720b90,"<*> <*> initialized, <*> <*>",1
a6a14c23,To enable debug <*> <*> <*> <*> <*> <*> <*>,1
5c7d42c5,<*> <*> <*> debug <*> <*> <*> <*>,1
6f2d07be,adb shell setprop <*> com.zzkko,1
9cde8e86,<*> <*> { <*> <*> <*>,2
4497e31d,<*> <*> <*> for <*> <*> <*> <*> <*> <*>,1
aab55209,<*> <*>: <*>,1
7c323c25,getLocaleToModelSpecsMap,5
c6dc4d62,(REDACTED) <*> <*> <*> <*> <*>,15
5f8d2ea6,<*> <*> is not <*> <*> <*> <*> <*> <*> <*>,1
ba146807,(REDACTED) <*> <*> <*> <*> <*> <*> <*>,3
69c4d5d5,<*> <*> <*> <*> for <*> <*>,73
dc219d8f,In wakeup_callback: <*> <*>,14
cce97cb2,Releasing wakelock: MotoDisplayWakeLock,3
b6c78fd9,No <*> <*> <*> <*>,135
d2b1abe0,No <*> <*> <*> <*> <*>,65
180a9976,Sbn doesn't contain valid PeopleTileKey: <*>,67
8720a4ae,No <*> <*> <*> <*> <*> <*> <*>,83
f42cee39,<*> is <*>,5
f74aea3c,Error <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
c6c729be,<*>: <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
b93fd2e4,<*> subId=-<*>,33
fd76b68a,<*> <*> <*> <*> for <*>,54
b3953ba1,<*> subId=-<*> <*>,37
1be846eb,<*> tasks <*> <*>,120
1291e3db,"[Task=<*>] Slow task still running after <*> operation queue size <*>. <*> started,timedOut,delayMs=<*>}",152
8b4837b9,A <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,195
2b812101,A resource failed to call <*>,7
338f1bd1,"connection<*>; reason=OPERATION_TIMEOUT, operation=PING",1
ac4296cf,<*> <*> <*> <*> <*> <*> <*> <*> <*> <*> : <*> <*> <*>,1
640b5f43,<*> <*> : <*> <*>,1
362f2c33,<*> <*> : <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,1
563145dd,<*> <*> <*> <*> <*> <*> },6
fb9bddd3,<*> <*> <*> job <*> <*> <*>,1
498e3bf8,<*> <*> for <*> <*> <*> <*> <*> <*> <*> <*>,3
f016a94c,<*> <*> to <*> <*> <*> <*>,4
332d2720,<*> <*> chromium <*> <*> <*>,8
06f8b70d,[<*>:<*>:<*><*>.<*>:VERBOSE1:cronet_url_request.cc(<*>)] Starting chromium request: <*> priority: MEDIUM,8
a417813f,[<*>:<*>:<*><*>.<*>:VERBOSE1:network_delegate.cc(<*>)] NetworkDelegate::NotifyBeforeURLRequest: <*>,20
9fe65856,[<*>:<*>:<*><*>.<*>:VERBOSE1:conservative_dispatch_strategy.cc(<*>)] GetTargetURL replace host: <*>,8
1daa3721,[<*>:<*>:<*><*>.<*>:VERBOSE1:tt_net_common_tools.cc(<*>)] GetTraceId trace_id: <*>,12
1997ca30,[<*>:<*>:<*><*>.<*>:VERBOSE1:host_resolver_manager.cc(<*>)] GetEffectiveFlagsAndType prefer_address_family: <*>,32
7fe1a1d6,<*> for <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,2
e5b978cd,<*> request <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,8
1410715d,enqueueKPIBatchForTransmission,1
0c0af00f,Glance Sensor Event Gesture Type: <*>,2
4822808d,<*> - <*> <*> <*> <*> <*> <*> <*> <*> <*>,2
afe42c29,Permission <*> <*> from <*> <*>,20
439f2900,"batch:<*>, <*><*>, period=<*>, max_latency=<*>",27
207af371,<*> <*> <*> <*> to <*> <*> <*> <*> <*>,30
1b65355e,"batch:<*>, <*><*>, period=<*>, max_latency=<*> <*> <*>",27
69adee35,<*> <*><*> <*>,28
45cf30d5,<*> <*> : <*>,10
c64901a7,<*> <*><*> <*> <*>,18
06c4faa5,<*> <*><*>,10
1f6ba42b,<*> <*> = <*>,25
be2dda7a,MotoDisplayCallback <*>,9
ffe9c5b5,notifyDrawn,2
fc66e70e,<*> <*> <*> <*> <*> <*> <*> <*> <*> is <*> <*>,2
76e605e9,<*> <*> <*> <*> |,3
cb3566af,<*> <*> <*> <*> <*> <*> <*> not <*> to <*> <*> <*> <*>,2
41790572,HWCSession::SetPowerMode: disp_id: <*> power_mode: <*>,3
b40fc66f,"<*> <*> <*> <*> <*> <*> <*> <*>, <*> <*>, <*> <*> <*>",2
f3c372c9,"<*> <*> <*> = <*>, <*> <*> <*> <*> <*>",3
ea215204,(REDACTED) <*> <*> <*> <*> <*> <*>,9
5ade4015,isLeEnabled(): BLE_ON,16
5555b05e,(REDACTED) <*> <*> <*> <*> <*> <*> <*> <*>,7
74b02619,(<*>) <*>,4
cbb1290e,(REDACTED) <*> <*> <*> <*> <*> <*> <*> <*> = <*>,4
d460e4cb,<*> - <*> <*> <*>,19
65830bae,<*> scan,3
57726511,<*> - <*>,45
0737eb79,(REDACTED) <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,4
501c89dc,<*> <*> not <*>,4
98570166,[INFO:gatt_api.cc(<*>)] <*> <*>,12
9f995b4d,<*> scan with <*> <*> <*>,6
8c681e02,"enforcePrivilegedPermissionIfNeeded([BluetoothLeScanFilter [mDeviceName=null, mDeviceAddress=null, <*> mUuidMask=null, mServiceSolicitationUuid=null, mServiceSolicitationUuidMask=null, <*> <*> <*> mManufacturerId=-<*>, mManufacturerData=null, mManufacturerDataMask=null, mOrganizationId=-<*>, mTDSFlags=-<*>, mTDSFlagsMask=-<*>, mWifiNANHash=null], mGroupBasedFiltering=false, BluetoothLeScanFilter [mDeviceName=null, mDeviceAddress=null, <*> mUuidMask=null, mServiceSolicitationUuid=null, mServiceSolicitationUuidMask=null, <*> <*> <*> mManufacturerId=-<*>, mManufacturerData=null, mManufacturerDataMask=null, mOrganizationId=-<*>, mTDSFlags=-<*>, mTDSFlagsMask=-<*>, mWifiNANHash=null], <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>",4
d04c0896,<*> starting <*>,6
e7c535e0,<*> false,62
0dafe9cd,<*> start,3
846d310b,Setting <*> <*> <*> on <*> <*>,3
d0f76237,<*> <*> for <*> <*> <*>,14
7d0686e5,<*> Writing <*>,6
778d8491,ProcessIbsCmd: Received <*> <*>,20
99d1b903,ProcessIbsCmd: <*> <*>,7
a47d5c09,<*> <*> <*> <*> <*> on <*> <*>,3
1416dfe0,<*> <*> in <*>,3
7023b787,<*> <*> for <*> - <*> <*> <*> <*>,31
0f002ce4,<*> Filter <*> <*>,3
5cc035b6,<*> <*> <*> <*> is <*>,6
fb925ff9,"<*> <*> <*> <*> <*>, <*>",10
ceebe3ce,<*> - <*> <*> <*> <*>,24
59b11c68,<*> - <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,5
f9e201ba,<*> <*> <*> <*> <*> = <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>,3
00e31703,<*> : <*>,3
f4d9c267,"<*> <*> <*> <*> <*>, <*> <*>",9
d549ecea,<*> serial <*> <*> <*> <*>,6
1ec65b51,<*> <*> number in <*> <*> <*> <*> <*>,6
c57aae93,<*> <*> = <*> <*> = <*> <*>,4
38a67d61,<*> <*> <*> = <*>,8
24fda31b,: <*>,4
