EventId,EventTemplate,Occurrences
E0,"('NetworkStats', '(partial)')",412
E1,"('*alarm*', '(partial)')",184
E2,"('AudioMix', '(partial)')",523
E3,"('GCM_READ', '(partial)')",44
E4,"('GCM_WORK', '(partial)')",97
E5,"('GOOGLE_C2DM', '(partial)')",19
E6,"('wake:com.google.firebase.iid.WakeLockHolder', '(partial)')",4
E7,"('*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob', '(partial)')",4
E8,"('*job*/c.w/.AlarmService', '(partial)')",4
E9,"('*job*/c.f.k/a.w.i.b.s.SystemJobService', '(partial)')",4
E10,"('PhoneWindowManager.mPowerKeyWakeLock', '(partial)')",4
E11,"('GCoreFlp', '(partial)')",4
E12,"('AnalyticsIntentService', '(partial)')",4
E13,"('*job*/c.m.m/.a.AnalyticsIntentService', '(partial)')",4
E14,"('deviceidle_maint', '(partial)')",4
E15,"('*telephony-radio*', '(partial)')",279
E16,"('GCM_HB_ALARM', '(partial)')",29
E17,"('*job*/c.f.s/c.f.a.l.LollipopUploadService', '(partial)')",2
E18,"('*gms_scheduler*/c.g.a.g/.s.s.SafeBrowsingGmsTaskBoundService', '(partial)')",2
E19,"('UlrDispSvcSlowWL', '(partial)')",2
E20,"('*job*/c.a.c/c.w/WhatsApp:android', '(partial)')",2
E21,"('*sync*/com.android.contacts/com.whatsapp/WhatsApp', '(partial)')",2
E22,"('*job*/c.g.a.i.l/c.g.a.l.i.t.JobSchedulerImpl$TaskRunnerJobService', '(partial)')",2
E23,"('*gms_scheduler*/c.g.a.g/.a.a.b.a.GcmTaskService', '(partial)')",2
E24,"('*job*/c.w/.c.u.ExceptionsUploadService', '(partial)')",2
E25,"('com.whatsapp:NtpAction#updateNtp', '(partial)')",2
E26,"('com.android.server.stats.StatsCompanionService$PullingAlarmListener', '(partial)')",2
E27,"('*job*/c.m.m/c.m.m.e.s.p.a.AppUsageDataCollector', '(partial)')",2
E28,"('*job*/c.m.g/a.w.i.b.s.SystemJobService', '(partial)')",2
E29,"('*job*/c.m.m/c.m.m.p.d.LoadDatasetJobService', '(partial)')",2
E30,"('com.whatsapp:fullsync', '(partial)')",2
E31,"('*job*/c.m.a/a.w.i.b.s.SystemJobService', '(partial)')",2
E32,"('*job*/c.g.a.a.t/a.w.i.b.s.SystemJobService', '(partial)')",2
E33,"('ActivityManager-Sleep', '(partial)')",2
E34,"('startDream', '(partial)')",2
E35,"('DreamManagerService', '(doze)')",2
E36,"('WifiSuspend', '(partial)')",2
E37,"('*gms_scheduler*/c.g.a.g/c.g.a.c.s.ContextManagerLogsUploadBoundService', '(partial)')",2
E38,"('*gms_scheduler*/c.g.a.g/.t.g.TapAndPayGcmTaskService', '(partial)')",2
E39,"('ChimeExecutorApi::com.google.android.apps.photos', '(partial)')",2
E40,"('*job*/c.g.a.a.p/c.g.a.l.s.a.BackgroundTaskJobService', '(partial)')",2
E41,"('*job*/c.g.a.a.p/.j.PhotosJobQueueJobsService', '(partial)')",2
E42,"('*job*/c.g.a.a.p/.j.PhotosOfflineJobQueueJobsService', '(partial)')",2
E43,"('*job*/c.a.m.a.s/c.a.m.p.PushTokenRegistrationOrchestrator$PushTokenRegistrationJobService', '(partial)')",2
E44,"('*gms_scheduler*/c.g.a.g/.l.d.t.GmsTrainingJobTaskBoundService', '(partial)')",2
E45,"('*job*/c.g.a.g/a.w.i.b.s.SystemJobService', '(partial)')",2
E46,"('*gms_scheduler*/c.g.a.g/.c.c.ConfigService', '(partial)')",2
E47,"('ChimeExecutorApi::com.google.android.apps.docs', '(partial)')",2
E48,"('LockoutResetMonitor:SendLockoutReset', '(partial)')",2
E49,"('lockoutResetCallback', '(partial)')",2
E50,"('*gms_scheduler*/c.g.a.g/.s.s.SnetNormalTaskService', '(partial)')",2
E51,"('cqsu:SnetNormal', '(partial)')",2
E52,"('*job*/g/c.g/g.s.u.e.br:android', '(partial)')",2
E53,"('*sync*/gmail-ls/com.google/girlana.santos@icomp.ufam.edu.br', '(partial)')",2
E54,"('*job*/c.g.a.g/.j.ProviderCreatedJob$ProviderCreatedJobService', '(partial)')",2
E55,"('*job*/c.g.a.g/c.a.m.w.NotifyDatasetChangedJob$NotifyDatasetChangedJobService', '(partial)')",2
E56,"('*job*/c.g.a.a.p/.d.i.DatabaseProcessorJobService', '(partial)')",2
E57,"('*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService', '(partial)')",3
E58,"('bugle_datamodel_executor_wakelock', '(partial)')",12
E59,"('CMWakeLock', '(partial)')",12
E60,"('*job*/c.m.c/.w.WfcJobIntentService', '(partial)')",6
E61,"('GnpBroadcastReceiver', '(partial)')",6
E62,"('*gms_scheduler*/c.g.a.g/.c.u.QosUploaderService', '(partial)')",6
E63,"('deviceidle_going_idle', '(partial)')",6
E64,"('*job*/c.s.b.a/a.w.i.b.s.SystemJobService', '(partial)')",6
E65,"('*job*/c.a.a.t/a.w.i.b.s.SystemJobService', '(partial)')",6
E66,"('IntentOp:.c.b.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation', '(partial)')",6
E67,"('*job*/c.m.m/c.m.m.s.d.b.BatteryLevelJob', '(partial)')",10
E68,"('*vibrator*', '(partial)')",10
E69,"('Doze', '(partial)')",10
E70,"('*job*/c.g.a.a.p/a.w.i.b.s.SystemJobService', '(partial)')",10
E71,"('MetricsTransporter:HTTPMetricsTransportWakeLock', '(partial)')",10
E72,"('*gms_scheduler*:internal', '(partial)')",68
E73,"('*location*', '(partial)')",16
E74,"('FusedLocation', '(partial)')",16
E75,"('*launch*', '(partial)')",16
E76,"('UlrDispSvcFastWL', '(partial)')",13
E77,"('SyncLoopWakeLock', '(partial)')",24
E78,"('RILJ_ACK_WL', '(partial)')",22
E79,"('Scrims', '(partial)')",8
E80,"('show', 'keyguard')",2
E81,"('NlpWakeLock', '(partial)')",18
E82,"('MotoDisplayWakeLock', '(partial)')",26
E83,"('Icing', '(partial)')",9
E84,"('NetworkStats',)",412
E85,"('AudioMix',)",528
E86,"('*alarm*',)",184
E87,"('GCM_READ',)",44
E88,"('GCM_WORK',)",98
E89,"('wake:com.google.firebase.iid.WakeLockHolder',)",4
E90,"('*job*/c.g.a.a.t/c.g.a.l.s.a.l.InferAppBucketsJob',)",4
E91,"('*job*/c.w/.AlarmService',)",4
E92,"('*job*/c.f.k/a.w.i.b.s.SystemJobService',)",4
E93,"('PhoneWindowManager.mPowerKeyWakeLock',)",4
E94,"('GCoreFlp',)",4
E95,"('AnalyticsIntentService',)",4
E96,"('*job*/c.m.m/.a.AnalyticsIntentService',)",4
E97,"('deviceidle_maint',)",4
E98,"('GOOGLE_C2DM',)",20
E99,"('*telephony-radio*',)",279
E100,"('GCM_HB_ALARM',)",29
E101,"('*job*/c.f.s/c.f.a.l.LollipopUploadService',)",2
E102,"('*gms_scheduler*/c.g.a.g/.s.s.SafeBrowsingGmsTaskBoundService',)",2
E103,"('UlrDispSvcSlowWL',)",2
E104,"('*job*/c.g.a.i.l/c.g.a.l.i.t.JobSchedulerImpl$TaskRunnerJobService',)",2
E105,"('*gms_scheduler*/c.g.a.g/.a.a.b.a.GcmTaskService',)",2
E106,"('*job*/c.w/.c.u.ExceptionsUploadService',)",2
E107,"('com.whatsapp:NtpAction#updateNtp',)",2
E108,"('*job*/c.a.c/c.w/WhatsApp:android',)",2
E109,"('*sync*/com.android.contacts/com.whatsapp/WhatsApp',)",2
E110,"('com.android.server.stats.StatsCompanionService$PullingAlarmListener',)",2
E111,"('*job*/c.m.m/c.m.m.e.s.p.a.AppUsageDataCollector',)",2
E112,"('*job*/c.m.g/a.w.i.b.s.SystemJobService',)",2
E113,"('com.whatsapp:fullsync',)",2
E114,"('*job*/c.m.m/c.m.m.p.d.LoadDatasetJobService',)",2
E115,"('*job*/c.m.a/a.w.i.b.s.SystemJobService',)",2
E116,"('*job*/c.g.a.a.t/a.w.i.b.s.SystemJobService',)",2
E117,"('ActivityManager-Sleep',)",2
E118,"('startDream',)",2
E119,"('WifiSuspend',)",2
E120,"('*gms_scheduler*/c.g.a.g/c.g.a.c.s.ContextManagerLogsUploadBoundService',)",2
E121,"('*gms_scheduler*/c.g.a.g/.t.g.TapAndPayGcmTaskService',)",2
E122,"('ChimeExecutorApi::com.google.android.apps.photos',)",2
E123,"('*job*/c.g.a.a.p/.j.PhotosJobQueueJobsService',)",2
E124,"('*job*/c.g.a.a.p/.j.PhotosOfflineJobQueueJobsService',)",2
E125,"('*job*/c.a.m.a.s/c.a.m.p.PushTokenRegistrationOrchestrator$PushTokenRegistrationJobService',)",2
E126,"('*job*/c.g.a.a.p/c.g.a.l.s.a.BackgroundTaskJobService',)",2
E127,"('*gms_scheduler*/c.g.a.g/.c.c.ConfigService',)",2
E128,"('*job*/c.g.a.g/a.w.i.b.s.SystemJobService',)",2
E129,"('ChimeExecutorApi::com.google.android.apps.docs',)",2
E130,"('*gms_scheduler*/c.g.a.g/.l.d.t.GmsTrainingJobTaskBoundService',)",2
E131,"('DreamManagerService',)",2
E132,"('LockoutResetMonitor:SendLockoutReset',)",2
E133,"('lockoutResetCallback',)",2
E134,"('*gms_scheduler*/c.g.a.g/.s.s.SnetNormalTaskService',)",2
E135,"('cqsu:SnetNormal',)",2
E136,"('*job*/c.g.a.g/.j.ProviderCreatedJob$ProviderCreatedJobService',)",2
E137,"('*job*/c.g.a.g/c.a.m.w.NotifyDatasetChangedJob$NotifyDatasetChangedJobService',)",2
E138,"('*job*/c.g.a.a.p/.d.i.DatabaseProcessorJobService',)",2
E139,"('*job*/g/c.g/g.s.u.e.br:android',)",2
E140,"('*sync*/gmail-ls/com.google/girlana.santos@icomp.ufam.edu.br',)",2
E141,"('*job*/c.g.a.a.m/a.w.i.b.s.SystemJobService',)",3
E142,"('WindowManager',)",4
E143,"('bugle_datamodel_executor_wakelock',)",12
E144,"('CMWakeLock',)",12
E145,"('*job*/c.m.c/.w.WfcJobIntentService',)",6
E146,"('GnpBroadcastReceiver',)",6
E147,"('*gms_scheduler*/c.g.a.g/.c.u.QosUploaderService',)",6
E148,"('deviceidle_going_idle',)",6
E149,"('*job*/c.s.b.a/a.w.i.b.s.SystemJobService',)",6
E150,"('*job*/c.a.a.t/a.w.i.b.s.SystemJobService',)",6
E151,"('IntentOp:.c.b.BackgroundBroadcastReceiverSupport$PersistentReceiverIntentOperation',)",6
