LineId,Date,Time,Pid,Id,Content,EventId,EventTemplate
1,01-09,12:17:48.524,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
2,01-09,12:17:48.526,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
3,01-09,12:17:48.527,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
4,01-09,12:17:48.529,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
5,01-09,12:17:48.732,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
6,01-09,12:17:48.737,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
7,01-09,12:17:48.738,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
8,01-09,12:17:48.739,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
9,01-09,12:17:49.243,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
10,01-09,12:17:50.553,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
11,01-09,12:17:50.554,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
12,01-09,12:17:50.556,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
13,01-09,12:17:50.980,1000,ACQ,deviceidle_going_idle (partial),7a690d26,* (partial)
14,01-09,12:17:51.028,1000,REL,*job*/c.a.v/c.g.a.f.s.p.m.PhoneskyJobServiceMain,8b5c835e,*job*/c.a.v/c.g.a.f.s.p.m.PhoneskyJobServiceMain
15,01-09,12:17:51.042,1000,REL,deviceidle_going_idle,3389dae3,*
16,01-09,12:17:51.056,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
17,01-09,12:17:51.923,10182,ACQ,MotoDisplayWakeLock (partial),f380d814,MotoDisplayWakeLock (partial)
18,01-09,12:17:51.925,10182,REL,MotoDisplayWakeLock,a94347ac,MotoDisplayWakeLock
19,01-09,12:17:51.933,1001,ACQ,*telephony-radio* (partial),d5968584,*telephony-radio* (partial)
20,01-09,12:17:51.934,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*
21,01-09,12:17:51.934,1001,ACQ,*telephony-radio* (partial),d5968584,*telephony-radio* (partial)
22,01-09,12:17:51.942,1001,ACQ,*telephony-radio* (partial),d5968584,*telephony-radio* (partial)
23,01-09,12:17:51.945,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*
24,01-09,12:17:51.945,1001,ACQ,*telephony-radio* (partial),d5968584,*telephony-radio* (partial)
25,01-09,12:17:51.946,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*
26,01-09,12:17:51.946,1001,ACQ,*telephony-radio* (partial),d5968584,*telephony-radio* (partial)
27,01-09,12:17:51.946,1001,REL,*telephony-radio*,4e4b905a,*telephony-radio*
